"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Aguilar, Jesús",542583,2022,507,23.5,5.5,".288",".298",39.7,6.9,36,"98.459753543","93.301003066",27,49.5
"Cron, C.J.",543068,2022,632,25.9,6.8,".335",".320",36.8,10.8,42.3,"101.410198894","94.867484771",24.3,47.7
"Semien, Marcus",543760,2022,724,16.6,7.3,".317",".306",32.4,6.8,34.9,"97.838624343","93.00847117",20.6,47.2
"Springer III, George",543807,2022,583,17.2,9.3,".352",".342",31.8,8.4,42.3,"101.320507081","94.768491799",28.2,50.9
"Grichuk, Randal",545341,2022,538,23.6,4.5,".315",".281",27.3,6.8,43.6,"101.601495926","95.066145714",24.7,50.6
"Abreu, José",547989,2022,679,16.2,9.1,".361",".373",34.5,9.5,51.8,"102.953606518","96.20270568",23.2,47.3
"Suárez, Eugenio",553993,2022,629,31.2,11.6,".344",".339",36.4,14.8,43.5,"100.691818466","94.681885812",33.1,41.8
"Urshela, Gio",570482,2022,551,17.4,7.4,".332",".323",38.6,7,37.6,"99.120552402","93.736875907",21.4,53.1
"Schoop, Jonathan",570731,2022,510,21,3.7,".245",".268",29.1,4.8,38.6,"99.967628556","93.993791257",28.2,55.5
"Arenado, Nolan",571448,2022,620,11.6,8.4,".381",".339",35.4,8.2,38.9,"99.558566721","93.952810862",19.1,48.4
"Farmer, Kyle",571657,2022,583,17,5.7,".309",".311",37.7,4.4,33.8,"97.050252093","92.534027326",19.4,50.3
"Muncy, Max",571970,2022,565,25,15.9,".318",".339",34.3,13.4,45.6,"100.488456196","94.680756043",26.1,38.6
"Pollock, AJ",572041,2022,527,18.6,6.1,".297",".317",32.9,9.4,42,"100.414319188","94.34853632",24.7,53.6
"Voit III, Luke",572228,2022,568,31.5,9.7,".311",".322",34.6,14.7,44.3,"101.411871585","94.98573844",37.6,52
"Walker, Christian",572233,2022,667,19.6,10.3,".346",".359",33.3,11.5,44,"101.466371179","95.00141326",24.6,44.7
"Yastrzemski, Mike",573262,2022,558,25.3,10.9,".307",".314",36.2,11.1,42.5,"99.830966069","94.251098237",22.7,42.9
"Canha, Mark",592192,2022,542,17.9,8.9,".343",".323",32.2,4.9,36.6,"98.317698315","93.261380654",22.2,42.9
"Castellanos, Nick",592206,2022,558,23.3,5.2,".304",".302",36.9,6.6,35.1,"98.393032843","93.293370431",32.2,57
"Drury, Brandon",592273,2022,568,22.2,6.7,".350",".316",34.8,10.4,42.2,"100.586892132","94.438998321",21.5,45.9
"Judge, Aaron",592450,2022,696,25.1,15.9,".458",".463",39,26.5,61.8,"107.110072714","99.053359221",29.8,42.7
"Machado, Manny",592518,2022,644,20.7,9.8,".382",".338",36.7,9.8,49,"102.622706786","95.790495526",24.9,50.8
"Realmuto, J.T.",592663,2022,562,21.2,7.3,".354",".351",35.6,11.3,47.2,"101.252893641","95.157569177",25.7,49
"Renfroe, Hunter",592669,2022,522,23.2,7.5,".347",".323",32.7,10.9,43.6,"101.645981292","95.173188394",27,47.8
"Yelich, Christian",592885,2022,671,24.1,13.1,".328",".338",30.3,8.2,48.6,"102.984892126","96.020852446",25.1,43.2
"Merrifield, Whit",593160,2022,550,15.5,6.9,".294",".288",37.9,4.2,31.1,"96.383459857","92.27510481",19.4,50.9
"Bogaerts, Xander",593428,2022,631,18.7,9,".363",".323",30.3,6.5,39.5,"99.97943964","94.08380455",24.8,45.7
"Profar, Jurickson",595777,2022,658,15.7,11.1,".320",".315",34.7,4,34.3,"97.859468559","92.98708518",18.8,43.6
"Báez, Javier",595879,2022,590,24.9,4.4,".291",".281",29.7,8,38,"99.689131182","93.890376232",35.8,55.8
"Lindor, Francisco",596019,2022,706,18.8,8.4,".342",".331",29.2,8.3,41.3,"99.740565418","94.14308743",22.9,47.8
"Bell, Josh",605137,2022,647,15.8,12.5,".344",".349",30.7,7.2,40.8,"100.551357456","94.511584791",21.7,45.3
"Betts, Mookie",605141,2022,639,16.3,8.6,".373",".344",36.2,9.7,44.9,"99.954466043","94.497072751",16.5,44.2
"Hernández, Teoscar",606192,2022,535,28.4,6.4,".348",".351",36.3,15,53.3,"103.420419483","96.496717867",35.1,48.8
"Marte, Ketel",606466,2022,558,18.1,9.9,".317",".315",31.6,6.1,41.9,"101.202754619","94.845027056",20.7,46.1
"Nimmo, Brandon",607043,2022,673,17.2,10.5,".353",".338",28.1,7,39.8,"100.251301732","94.354698482",19.6,43.8
"Turner, Trea",607208,2022,708,18.5,6.4,".350",".335",35.3,7.6,41.6,"100.188198893","94.238854962",26.3,51.2
"Ramírez, José",608070,2022,685,12,10.1,".363",".320",33.7,6.6,36.9,"98.871944811","93.503434175",15.3,46.3
"Bregman, Alex",608324,2022,656,11.7,13.3,".358",".350",36.2,7.3,37.8,"98.378645333","93.364139021",14.9,40.3
"Seager, Corey",608369,2022,663,15.5,8.7,".331",".372",38.4,10.5,45.5,"101.598305628","95.219542252",26.5,54.5
"Winker, Jesse",608385,2022,547,18.8,15.4,".313",".345",32,7.6,34.3,"98.674499266","93.339254492",19.9,43.3
"Swanson, Dansby",621020,2022,696,26.1,7,".337",".337",37,10.8,46.3,"100.839209567","94.810341952",30.7,49.4
"Correa, Carlos",621043,2022,590,20.5,10.3,".362",".360",35.3,11.4,44.7,"101.992873251","95.284200765",22,44.4
"Ward, Taylor",621493,2022,564,21.3,10.6,".362",".361",41.8,12.4,42.9,"100.184571947","94.439550026",22.3,41.4
"Wisdom, Patrick",621550,2022,534,34.3,9.9,".316",".295",29.8,14.2,46.3,"102.164032394","95.695873993",36.5,48.1
"Olson, Matt",621566,2022,699,24.3,10.7,".344",".347",33.8,13.6,50.9,"103.665099911","96.545680491",28.9,49.5
"Mateo, Jorge",622761,2022,533,27.6,5.1,".281",".272",35.5,6,32.7,"98.63578407","93.337279593",31.1,53.9
"Santander, Anthony",623993,2022,647,18.9,8.5,".336",".352",33.5,11.6,43.3,"101.330998114","94.979132939",21.5,47.7
"Alonso, Pete",624413,2022,685,18.7,9.8,".366",".353",34.5,12.3,44.8,"102.849215397","95.616516548",24.2,49.9
"Frazier, Adam",624428,2022,602,12.1,7.6,".274",".297",37.7,1.5,24.5,"95.048135872","91.524067936",14.4,48.7
"Cronenworth, Jake",630105,2022,684,19.2,10.2,".318",".303",32.3,5.6,34.1,"97.917362826","93.091918039",18,41.8
"Bellinger, Cody",641355,2022,550,27.3,6.9,".284",".278",34.4,8.3,38.1,"98.149983833","93.243694234",27.2,49.9
"Crawford, J.P.",641487,2022,603,13.3,11.3,".306",".315",32.4,2,29.7,"96.663647706","92.35483867",14.3,41.3
"Mancini III, Trey",641820,2022,587,23,9,".312",".327",39.6,9.8,40.4,"100.078586134","94.256654381",27.4,48.1
"McMahon, Ryan",641857,2022,597,26.5,10.1,".326",".330",36.4,10.4,46.5,"102.094383676","95.689199432",28.2,45.2
"Tellez, Rowdy",642133,2022,599,20.2,10.4,".327",".349",31.4,12.9,46,"102.553838927","95.690567213",23.8,43.5
"Rosario, Amed",642708,2022,670,16.6,3.7,".311",".310",31.1,4.5,38.3,"99.690201132","93.991990529",21,53.1
"Adames, Willy",642715,2022,617,26.9,7.9,".325",".323",36.4,13,43.6,"100.099002736","94.300793591",28.2,49.6
"Estrada, Thairo",642731,2022,541,16.5,6.1,".317",".299",31.6,4.4,31.1,"97.092146345","92.54814231",20.3,49.2
"Benintendi, Andrew",643217,2022,521,14.8,10,".342",".334",39.2,5.1,38.7,"98.21078057","93.391636347",20.7,48.2
"Kemp, Tony",643393,2022,558,12.4,8.1,".287",".267",33.9,1.6,14.9,"93.050155144","90.545713639",13.4,48.9
"Kiner-Falefa, Isiah",643396,2022,531,13.6,6.6,".285",".290",29.6,1.2,30.1,"96.614692718","92.355143236",11.3,44.7
"McNeil, Jeff",643446,2022,589,10.4,6.8,".365",".323",39,2.7,30.2,"96.275278692","92.172015654",15.9,53.8
"Devers, Rafael",646240,2022,614,18.6,8.1,".373",".361",33.1,11.5,50.9,"103.784239231","96.704402472",28.2,54.6
"Arraez, Luis",650333,2022,603,7.1,8.3,".350",".333",38.7,3.6,30.2,"96.195004348","92.276757036",7.1,42.9
"Torres, Gleyber",650402,2022,572,22.6,6.8,".328",".319",36.2,10.7,45.3,"100.5348042","94.660057845",27.2,49.6
"Díaz, Yandy",650490,2022,558,10.8,14,".366",".365",30.7,4.8,49,"103.107838195","96.208559878",14.3,41.3
"Rengifo, Luis",650859,2022,511,15.5,3.3,".314",".296",31.1,5.4,33.6,"98.09743639","93.096324743",21.5,55.7
"Chapman, Matt",656305,2022,621,27.4,11,".331",".341",34,12.9,51.2,"102.906606237","96.223630699",28.7,41.7
"Hoskins, Rhys",656555,2022,672,25.1,10.7,".345",".338",37.3,11.1,44.3,"100.842284953","94.804616643",25.7,41.9
"Mullins II, Cedric",656775,2022,672,18.8,7,".315",".288",29.3,4.9,37.3,"98.895231356","93.569582691",22.2,51.3
"Schwarber, Kyle",656941,2022,669,29.9,12.9,".355",".375",35.4,20.1,54.4,"104.793857287","97.247555372",29.4,40.6
"Thomas, Lane",657041,2022,548,24.1,7.5,".308",".286",32.6,6.5,34.5,"98.449522283","93.255458474",21.1,44.1
"Verdugo, Alex",657077,2022,644,13.4,6.5,".319",".329",37.8,6,38.2,"99.112574241","93.706486823",15.5,45.3
"Ohtani, Shohei",660271,2022,666,24.2,10.8,".370",".383",35,16.8,49.8,"103.823624272","96.520363788",28.1,49.3
"Acuña Jr., Ronald",660670,2022,533,23.6,9.9,".335",".366",32.8,12.8,49.7,"103.759318129","96.440064282",24.9,47.9
"Varsho, Daulton",662139,2022,592,24.5,7.8,".323",".298",33.6,10.2,35.6,"99.211725904","93.6867316",25.3,50.6
"Hoerner, Nico",663538,2022,517,11,5.4,".320",".301",32.4,2.6,33.5,"97.678971875","92.920531108",14.2,49.2
"Riley, Austin",663586,2022,693,24.2,8.2,".377",".378",37.7,15.7,50.8,"104.398300222","96.785171533",27.6,51.5
"Mountcastle, Ryan",663624,2022,609,25.3,7.1,".316",".362",39.5,15,46.3,"101.941494208","95.335163391",29.8,56.2
"Hayes, Ke'Bryan",663647,2022,560,21.8,8.6,".294",".300",30.6,3.9,46.8,"102.263213822","95.477046745",20.7,43.3
"Tucker, Kyle",663656,2022,609,15.6,9.7,".348",".353",34.4,10.2,42.4,"100.332560357","94.468288036",20,52.7
"Grisham, Trent",663757,2022,524,28.6,10.9,".280",".296",25.5,8.1,35.5,"99.46593125","93.84436934",26.2,38.7
"Rodgers, Brendan",663898,2022,581,17.4,7.9,".321",".326",31.3,7.2,45.9,"101.127645047","94.882864603",22.7,49.4
"Lowe, Nathaniel",663993,2022,645,22.8,7.4,".368",".344",34.1,9.9,44.8,"101.963916216","95.317229707",24.9,52.2
"Happ, Ian",664023,2022,641,23.2,9,".339",".306",29.2,6.5,40.4,"100.312408396","94.405566288",27.2,49
"France, Ty",664034,2022,613,15.3,5.7,".337",".321",34.8,5.4,36.8,"99.035163319","93.565264683",19.3,52.5
"Straw, Myles",664702,2022,596,14.6,9.1,".257",".275",34.1,0.7,26.5,"95.486124533","91.784236481",12.6,40.5
"Bohm, Alec",664761,2022,631,17.4,4.9,".310",".333",37.7,6.8,43,"100.649873374","94.552579815",21.1,51.2
"Brown, Seth",664913,2022,555,26.3,9.2,".323",".338",34.9,13,41.4,"101.723429266","95.001222068",29.6,48.3
"Peña, Jeremy",665161,2022,558,24.2,3.9,".309",".304",32.9,9.7,36.7,"99.803563646","93.99255276",29.7,55.2
"Guerrero Jr., Vladimir",665489,2022,706,16.4,8.2,".351",".351",27.9,11.2,50.4,"105.507038582","97.328619789",24.4,49.7
"Soto, Juan",665742,2022,664,14.5,20.3,".376",".401",28.5,12.4,47.4,"102.236934112","95.653888852",19.4,35.5
"Giménez, Andrés",665926,2022,557,20.1,6.1,".364",".326",31.3,6.2,37.8,"99.022592","93.615976351",26.4,53.7
"Bichette, Bo",666182,2022,697,22.2,5.9,".347",".334",33.3,9.6,50.3,"102.743171296","96.003278846",23,55.9
"García, Adolis",666969,2022,657,27.9,6.1,".324",".322",36.9,12.9,47.4,"102.368780141","95.786867388",33.5,53.5
"Arozarena, Randy",668227,2022,645,24.2,7.1,".336",".301",28.2,7.9,41,"101.17822","94.772195116",28.7,46.1
"Reynolds, Bryan",668804,2022,614,23,9.1,".349",".329",35.5,7.9,42.9,"100.882578564","94.722792556",27.8,50.4
"Rojas, Josh",668942,2022,510,19.2,10.8,".326",".305",33.5,4.5,36.1,"98.050444128","93.265048338",22.3,41
"Melendez Jr., MJ",669004,2022,534,24.5,12.4,".310",".332",31,10.4,43.5,"100.595888323","94.716383713",27.8,44.6
"Murphy, Sean",669221,2022,612,20.3,9.2,".331",".344",34.7,10.5,41.4,"101.085158756","94.706891435",24,49.3
"Edman, Tommy",669242,2022,630,17.6,7.3,".318",".308",31.6,6.2,37.8,"98.931648319","93.598664536",20.6,47
"Smith, Will",669257,2022,578,16.6,9.7,".349",".349",36.8,10.3,43,"99.764565096","94.188464255",19.3,42.6
"Hays, Austin",669720,2022,582,19.6,5.8,".314",".298",32.3,5.2,37.7,"98.997922429","93.543165976",23.5,51
"Alvarez, Yordan",670541,2022,561,18.9,13.9,".427",".460",40.7,21,59.8,"105.676985081","98.195923324",23.5,42.7
"Kirk, Alejandro",672386,2022,541,10.7,11.6,".347",".351",32,6.7,45.4,"101.053304663","94.989537614",15.4,41
"Kim, Ha-Seong",673490,2022,582,17.2,8.8,".313",".309",34,4.2,32.4,"97.647567656","92.869312734",19.1,43.3
"Rodríguez, Julio",677594,2022,560,25.9,7.1,".366",".337",32.7,13.1,50.7,"103.718795769","96.379006446",30.4,50.2
"Witt Jr., Bobby",677951,2022,632,21.4,4.7,".311",".313",32.5,8.7,38.6,"100.836506783","94.527115512",25.2,51.8
"Kwan, Steven",680757,2022,638,9.4,9.7,".341",".312",34.6,1.4,20.8,"94.219058287","91.134248486",9,38.1
"Vaughn, Andrew",683734,2022,555,17.3,5.6,".327",".319",34.1,7.9,48.6,"101.162950291","95.12858284",21,47
"Turner, Justin",457759,2023,626,17.6,8.1,".346",".336",36.8,5.7,39,"98.567368238","93.587032225",17.5,45
"Santana, Carlos",467793,2023,619,16.8,10.5,".323",".308",31.3,6.7,36.4,"99.367236","93.791213073",22.1,45.3
"Goldschmidt, Paul",502671,2023,687,23.4,12.7,".350",".367",35.6,12,50.8,"102.40959555","95.767792759",27.5,44
"Freeman, Freddie",518692,2023,730,16.6,9.9,".411",".408",46.6,11.1,42.2,"100.590638269","94.617661541",20.4,51
"LeMahieu, DJ",518934,2023,562,22.2,10.7,".315",".322",31.6,5.9,43,"100.265359786","94.32212244",19.7,39.2
"Perez, Salvador",521692,2023,580,23.3,3.3,".302",".325",38,8.8,44,"101.357412537","94.955683293",30.2,60.2
"Ozuna, Marcell",542303,2023,592,22.6,9.6,".381",".393",34.9,16.6,49,"103.257673232","96.232240934",26.7,48.4
"Semien, Marcus",543760,2023,753,14.6,9.6,".354",".333",37.5,6.5,37,"98.08417844","93.189258191",18,47.1
"Springer III, George",543807,2023,683,18.3,8.8,".320",".332",32.2,7.7,39.9,"100.34851102","94.297792755",22.3,49.3
"Harper, Bryce",547180,2023,546,21.8,14.7,".384",".399",36.8,15.2,46.8,"103.839812899","96.235486154",33.5,51.4
"Abreu, José",547989,2023,594,21.9,7.1,".295",".314",32.5,8.7,41.6,"100.821833606","94.59770588",26.4,50.1
"Díaz, Elias",553869,2023,526,22.4,6.5,".314",".296",31.2,6.2,38.4,"100.035107459","94.071648482",28.4,54.8
"Suárez, Eugenio",553993,2023,694,30.8,10.1,".313",".324",37.7,13.2,43,"100.661115455","94.726665316",32.8,44.5
"Arenado, Nolan",571448,2023,612,16.5,6.7,".327",".320",33,7.3,38.1,"99.311427863","93.760489679",20.2,48.5
"Hernández, Enrique",571771,2023,508,19.1,6.7,".282",".272",31,4.5,33.7,"97.831208503","92.980265241",23.6,46.7
"Muncy, Max",571970,2023,579,26.4,14.7,".344",".364",33.7,14.6,46.6,"101.315308623","95.11269018",29.6,39.3
"Walker, Christian",572233,2023,661,19.2,9.4,".351",".339",32.6,11.4,40.4,"100.601281422","94.397470475",26.4,48.6
"Canha, Mark",592192,2023,507,15.6,9.7,".333",".323",30.9,4.7,36.7,"98.959607624","93.632062936",18.3,41.6
"Castellanos, Nick",592206,2023,671,27.6,5.4,".335",".320",36.5,10.3,43.2,"100.3894813","94.419143027",35.4,56.2
"Drury, Brandon",592273,2023,523,26,4.8,".339",".318",35,11,46.3,"101.80875267","95.132794574",30.2,51.6
"Machado, Manny",592518,2023,601,18.1,8.3,".334",".332",30.2,10.5,45.9,"102.375377","95.525381708",23.9,49.3
"Realmuto, J.T.",592663,2023,540,25.6,6.5,".324",".334",36.2,11.2,43.3,"101.30139764","94.961935393",26.2,50.5
"Renfroe, Hunter",592669,2023,548,22.8,8,".308",".289",29.5,6.1,39.1,"100.508778984","94.37524563",26.4,50.8
"Rosario, Eddie",592696,2023,516,23.6,6.6,".322",".317",35.9,9.5,35.4,"98.60055257","93.424315434",29.8,57.4
"Yelich, Christian",592885,2023,632,22.2,12.3,".353",".362",30.4,9.2,50.1,"103.18368722","96.096251589",26.8,45
"Merrifield, Whit",593160,2023,592,17.1,6.1,".304",".276",37.2,2.4,24.3,"94.880835796","91.453019024",19.5,51.1
"Bogaerts, Xander",593428,2023,665,16.5,8.4,".343",".318",28.3,6.1,34.6,"98.476149796","93.284202061",20.4,42.6
"Profar, Jurickson",595777,2023,521,17.3,9.6,".304",".306",37.7,4,31.8,"97.18982877","92.606877674",20,47.2
"Báez, Javier",595879,2023,547,22.9,4.4,".261",".279",28.9,5.2,39.7,"100.19637776","94.157773958",32.7,54.8
"Lindor, Francisco",596019,2023,687,19.9,9.6,".346",".346",35.8,10.4,43.9,"100.821281314","94.916417775",22.8,48
"Candelario, Jeimer",600869,2023,576,22,9.2,".346",".318",36.9,7.9,36.4,"99.185208","93.708029184",24.2,47.4
"Bell, Josh",605137,2023,617,21.7,10.2,".323",".345",31.3,10.1,43,"101.611186796","94.955559951",25.8,47.7
"Betts, Mookie",605141,2023,693,15.4,13.9,".416",".407",42.5,12.4,48.5,"100.865674689","95.28290971",16.7,38.1
"Davis, J.D.",605204,2023,546,27.8,9.5,".321",".323",33.5,9.6,45.2,"101.437064311","95.258851108",34,53.1
"Arcia, Orlando",606115,2023,533,19.1,7.3,".321",".307",30.6,6.9,41.1,"99.189217927","93.735384508",24.3,46.2
"Hernández, Teoscar",606192,2023,678,31.1,5.6,".317",".336",35.2,13.8,49.4,"103.014681476","96.109592578",35.8,53.6
"Marte, Ketel",606466,2023,650,16.8,10.9,".361",".342",30.8,8,42.8,"101.585403319","95.10445528",20.5,45.5
"Nimmo, Brandon",607043,2023,682,21.4,10.9,".359",".352",33.5,9.5,47.9,"101.50757","95.462726837",22,42.4
"Turner, Trea",607208,2023,691,21.7,6.5,".333",".330",36.1,8.4,42.2,"100.292342286","94.550003245",29.6,53.1
"Ramírez, José",608070,2023,691,10.6,10.6,".346",".359",36.8,7,40.4,"100.07775","94.35370079",15.6,46.6
"Bregman, Alex",608324,2023,724,12,12.7,".351",".351",35.8,5.4,38.2,"98.071537732","93.248960689",14.1,38.7
"Seager, Corey",608369,2023,536,16.4,9.1,".419",".412",38,15.2,53.2,"103.543493485","96.785948962",25,55.1
"Meneses, Joey",608841,2023,657,19.8,5.8,".314",".288",32.9,5.4,41.7,"99.929364091","94.237468244",23.6,47.6
"Swanson, Dansby",621020,2023,638,24.1,10.3,".325",".345",35.1,10.9,39.7,"99.817409223","94.10753236",28.7,47.3
"Correa, Carlos",621043,2023,580,22.6,10.2,".309",".327",31.1,9.6,45.9,"102.481230628","95.635527984",25.1,43.6
"Olson, Matt",621566,2023,720,23.2,14.4,".413",".392",31,16.4,55.5,"104.825276757","97.314084392",28.4,46.8
"Santander, Anthony",623993,2023,656,23.2,8.4,".340",".319",33,10.2,46,"101.732013378","95.319994041",23.5,49
"Alonso, Pete",624413,2023,658,22.9,9.9,".346",".368",32.3,14.7,40.1,"102.342134502","95.253955701",26.2,43.7
"Soler, Jorge",624585,2023,580,24.3,11.4,".361",".374",36.5,15,48,"103.053956467","95.950783079",27.6,44.1
"Cronenworth, Jake",630105,2023,522,18.6,8.8,".301",".305",35.7,4.4,33.2,"97.73147257","92.917093417",16,47.6
"Anderson, Tim",641313,2023,524,23.3,5,".260",".279",32.4,2.9,39.4,"99.22965129","93.713640376",25.3,53.5
"Bellinger, Cody",641355,2023,556,15.6,7.2,".370",".327",38,6.1,31.4,"97.661544057","92.874372388",20.1,49.9
"Crawford, J.P.",641487,2023,638,19.6,14.7,".359",".340",35.3,4.8,36.2,"99.143101569","93.649442623",18.6,38.6
"McMahon, Ryan",641857,2023,627,31.6,10.8,".325",".335",39.4,11.4,44.2,"102.017798324","95.343043101",32.3,47.4
"Smith, Dominic",642086,2023,586,15.5,8,".306",".320",37,6.6,30.8,"97.225088721","92.631850959",19.9,49
"Rosario, Amed",642708,2023,545,18.2,5.3,".297",".305",33.8,3.4,39.4,"99.501582705","93.941784576",23.1,53.4
"Adames, Willy",642715,2023,638,25.9,11.1,".311",".335",35,12.4,36.5,"99.086365635","93.664258959",31,50
"Estrada, Thairo",642731,2023,530,22.6,4.2,".316",".292",34.7,4.8,33.7,"97.898139565","92.983630679",21.5,51.7
"Benintendi, Andrew",643217,2023,621,14.3,8.4,".299",".310",40.9,2.9,27,"95.498075212","91.757391695",19.3,49
"McNeil, Jeff",643446,2023,648,10,6,".314",".294",32.1,1.3,27.4,"95.984354131","92.004150754",13.5,53
"Albies, Ozzie",645277,2023,660,16.2,7,".358",".340",37.4,8.2,39,"98.667615565","93.481568303",20.6,54.6
"Devers, Rafael",646240,2023,656,19.2,9.5,".359",".380",30,12.7,55.1,"104.483705833","97.182864659",26.1,52.6
"Arraez, Luis",650333,2023,617,5.5,5.7,".369",".354",44.7,3.5,25.7,"95.658900664","92.009454214",7.9,51
"Torres, Gleyber",650402,2023,672,14.6,10,".346",".362",37.3,7.9,40.3,"99.649800996","94.055057585",21.8,46.8
"Díaz, Yandy",650490,2023,600,15.7,10.8,".402",".383",30.5,9.5,54,"104.285177685","97.074568747",18.4,42.6
"De La Cruz, Bryan",650559,2023,626,22.7,6.4,".309",".331",41,8.8,42.5,"100.272527091","94.400399818",28.7,50.1
"Chapman, Matt",656305,2023,581,28.4,10.7,".328",".337",32.4,17.1,56.4,"103.539639884","96.813201603",31.1,43.3
"McKinstry, Zach",656716,2023,518,21.8,8.5,".289",".312",37.1,7.6,33.5,"97.726678239","92.940971652",20.5,47.3
"Schwarber, Kyle",656941,2023,720,29.9,17.5,".350",".364",34.3,16.4,48.8,"103.398490108","96.18179379",31.5,37.7
"Thomas, Lane",657041,2023,682,25.8,5.3,".334",".319",36.8,9.6,40.7,"100.191573957","94.319062004",23,43.6
"Verdugo, Alex",657077,2023,602,15.4,7.5,".322",".331",35.4,5,37.6,"99.116993728","93.701176864",15.6,40.9
"Ohtani, Shohei",660271,2023,599,23.9,15.2,".433",".427",35.6,19.6,54.2,"105.748559101","97.769057809",32.3,48.2
"Acuña Jr., Ronald",660670,2023,735,11.4,10.9,".428",".460",33.6,15.3,55.2,"106.368689571","98.157029125",18.7,46.2
"Ruiz, Keibert",660688,2023,562,10.3,5.5,".310",".322",39.4,5.8,31.9,"97.263733176","92.681495075",14.3,51.1
"Contreras, William",661388,2023,611,20.6,10.3,".357",".335",27.1,9.4,48.7,"103.241329369","96.097846496",28,43.2
"Varsho, Daulton",662139,2023,581,23.2,7.7,".293",".302",34.3,7.3,36.1,"99.853027513","94.005486074",24.7,50.1
"Nootbaar, Lars",663457,2023,503,19.7,14.3,".344",".356",30.8,8.8,37.8,"100.334219085","94.369985457",18.5,35.5
"Hoerner, Nico",663538,2023,688,12.1,7.1,".322",".311",33.2,1.8,33.4,"97.320472852","92.695131651",12.5,45.6
"Riley, Austin",663586,2023,715,24.1,8.3,".363",".365",35.2,13.9,49.2,"103.384251814","96.274145591",27.8,48.2
"Hayes, Ke'Bryan",663647,2023,525,19.8,5.3,".324",".321",34.1,7.4,48.3,"101.67326359","95.450846324",21.2,45.6
"Tucker, Kyle",663656,2023,674,13.6,11.9,".372",".386",35.4,10.6,45.9,"100.798373008","94.831132546",18.5,47
"India, Jonathan",663697,2023,529,20.6,9.8,".327",".339",37.2,7.7,38.6,"99.676934286","94.0396352",22,38.6
"Raleigh, Cal",663728,2023,569,27.8,9.5,".326",".330",36.5,12.6,41,"101.028271404","94.749354873",29.9,49.7
"Grisham, Trent",663757,2023,555,27.7,13.5,".299",".322",32.8,11.9,40,"100.701927386","94.880503967",28.3,41.6
"Vierling, Matt",663837,2023,530,21.1,8.3,".315",".322",32.2,4.6,42.8,"100.577331105","94.490701519",19.4,44.3
"Stephenson, Tyler",663886,2023,517,26.1,9.1,".305",".314",33.5,7.6,43.5,"100.030744788","94.357020636",28.4,42.5
"Lowe, Nathaniel",663993,2023,724,22.8,12.8,".340",".339",36.7,6.5,41.6,"101.145951991","94.820277484",20.6,43.8
"Happ, Ian",664023,2023,691,22.1,14.3,".345",".350",36.7,9,39,"99.676936326","94.121891884",25.3,44.4
"France, Ty",664034,2023,665,17.6,6.5,".315",".342",36.9,6.8,38.6,"99.277871319","93.765945224",21.9,53.2
"Straw, Myles",664702,2023,518,18.7,8.1,".268",".272",34,0.5,23.3,"95.141368287","91.593212265",14.1,44
"Bohm, Alec",664761,2023,611,15.4,6.9,".329",".343",35.1,5.7,41.7,"100.435445021","94.400147213",18.1,49.8
"Wade Jr., LaMonte",664774,2023,519,18.3,14.6,".347",".360",33.6,9.1,39.8,"99.530093174","93.945744444",20.8,39.5
"Peña, Jeremy",665161,2023,634,20.3,6.8,".310",".310",32.4,4,35.8,"99.143524796","93.690137489",28.4,53.2
"Tatis Jr., Fernando",665487,2023,635,22.2,8.3,".332",".364",31.5,11,49.3,"102.94128633","96.024566651",30.5,54.1
"Guerrero Jr., Vladimir",665489,2023,682,14.7,9.8,".340",".378",32.4,11.1,49.2,"104.050992964","96.528144743",23,50.6
"Soto, Juan",665742,2023,708,18.2,18.6,".395",".408",28.5,13,55.3,"104.484350409","97.215905977",20.5,35.8
"Taveras, Leody",665750,2023,554,21.1,6.3,".316",".319",35.2,7.2,43.1,"100.592817638","94.514120854",24.2,49.4
"Giménez, Andrés",665926,2023,616,18.2,5.2,".309",".297",29.9,5.5,27,"96.663934128","92.344201908",25.4,54.6
"Bichette, Bo",666182,2023,601,19.1,4.5,".349",".363",38.3,9.6,44.9,"101.736681894","95.184330552",21.1,56.6
"García, Adolis",666969,2023,632,27.7,10.3,".354",".366",36,16.1,49.7,"102.949539534","96.163808523",31.6,48.6
"Gurriel Jr., Lourdes",666971,2023,592,17.4,5.6,".329",".324",35.3,8.4,46,"99.859212133","94.368560668",18.7,49.1
"Rooker Jr., Brent",667670,2023,526,32.7,9.3,".348",".343",37.3,15.6,49.5,"102.653891351","95.962225864",38.2,46.1
"Arozarena, Randy",668227,2023,654,23.9,12.2,".347",".351",31.8,12.3,48.4,"102.055211709","95.651873174",29.1,43
"Steer, Spencer",668715,2023,665,20.9,10.2,".355",".333",35.3,6.7,37.1,"99.167567432","93.741896795",24.1,43.8
"Reynolds, Bryan",668804,2023,640,21.6,8.3,".338",".360",36.9,11.1,47.3,"101.022834344","94.957065034",28.2,47.4
"Rutschman, Adley",668939,2023,687,14.7,13.4,".352",".373",37,7.5,38.6,"99.614450772","93.937278476",15.6,41
